date,season,Region,PM,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2015-03-09T16:00:00Z,Spring,Dongsi,8,-28,8,1035,3,NE,4.92,0,0
2015-03-09T17:00:00Z,Spring,Dongsi,7,-28,7,1034,4,NE,8.05,0,0
2015-03-09T18:00:00Z,Spring,Dongsi,10,-27,10,1035,1,NW,3.13,0,0
2015-03-09T19:00:00Z,Spring,Dongsi,8,-29,7,1036,2,NW,8.94,0,0
2015-03-09T20:00:00Z,Spring,Dongsi,13,-30,7,1036,1,NW,13.86,0,0
2015-03-09T21:00:00Z,Spring,Dongsi,15,-29,8,1037,1,NW,18.78,0,0
2015-03-09T22:00:00Z,Spring,Dongsi,16,-26,13,1037,-2,NW,21.91,0,0
2015-03-09T23:00:00Z,Spring,Dongsi,10,-26,12,1037,-1,NW,25.93,0,0
2015-03-10T00:00:00Z,Spring,Dongsi,10,-25,17,1037,-4,NW,29.06,0,0
2015-03-10T01:00:00Z,Spring,Dongsi,8,-24,18,1037,-3,NW,33.08,0,0
2015-03-10T02:00:00Z,Spring,Dongsi,7,-26,13,1037,-2,NW,37.1,0,0
2015-03-10T03:00:00Z,Spring,Dongsi,12,-23,19,1036,-3,cv,0.89,0,0
2015-03-10T04:00:00Z,Spring,Dongsi,13,-23,24,1036,-6,NW,0.89,0,0
2015-03-10T05:00:00Z,Spring,Dongsi,15,-18,41,1035,-7,cv,0.89,0,0
2015-03-10T06:00:00Z,Spring,Dongsi,15,-18,41,1035,-7,SE,0.89,0,0
2015-03-10T07:00:00Z,Spring,Dongsi,39,-17,44,1035,-7,cv,0.89,0,0
2015-03-10T08:00:00Z,Spring,Dongsi,58,-20,22,1035,-1,cv,2.68,0,0
2015-03-10T09:00:00Z,Spring,Dongsi,45,-24,13,1034,1,NW,3.13,0,0
2015-03-10T10:00:00Z,Spring,Dongsi,23,-23,12,1033,3,cv,0.89,0,0
2015-03-10T11:00:00Z,Spring,Dongsi,12,-22,11,1032,6,NW,3.13,0,0
2015-03-10T12:00:00Z,Spring,Dongsi,15,-23,9,1030,7,cv,1.79,0,0
2015-03-10T13:00:00Z,Spring,Dongsi,31,-22,9,1028,8,NW,3.13,0,0
2015-03-10T14:00:00Z,Spring,Dongsi,52,-22,9,1027,8,cv,3.13,0,0
2015-03-10T15:00:00Z,Spring,Dongsi,46,-21,10,1025,9,SE,5.81,0,0
2015-03-10T16:00:00Z,Spring,Dongsi,41,-21,10,1025,8,SE,11.62,0,0
2015-03-10T17:00:00Z,Spring,Dongsi,37,-21,10,1024,8,SE,17.43,0,0
2015-03-10T18:00:00Z,Spring,Dongsi,44,-21,11,1024,7,SE,22.35,0,0
2015-03-10T19:00:00Z,Spring,Dongsi,74,-20,13,1024,6,SE,25.48,0,0
2015-03-10T20:00:00Z,Spring,Dongsi,86,-18,15,1024,6,SE,28.61,0,0
2015-03-10T21:00:00Z,Spring,Dongsi,87,-17,17,1024,6,cv,0.89,0,0
2015-03-10T22:00:00Z,Spring,Dongsi,91,-14,33,1025,0,cv,1.78,0,0
2015-03-10T23:00:00Z,Spring,Dongsi,94,-12,42,1024,-1,NE,0.89,0,0
2015-03-11T00:00:00Z,Spring,Dongsi,87,-14,36,1024,-1,cv,0.45,0,0
2015-03-11T02:00:00Z,Spring,Dongsi,109,-14,39,1024,-2,cv,1.79,0,0
2015-03-11T03:00:00Z,Spring,Dongsi,120,-15,36,1024,-2,cv,2.68,0,0
2015-03-11T04:00:00Z,Spring,Dongsi,110,-14,45,1024,-4,NW,3.13,0,0
2015-03-11T05:00:00Z,Spring,Dongsi,79,-15,36,1024,-2,cv,0.89,0,0
2015-03-11T06:00:00Z,Spring,Dongsi,66,-14,45,1025,-4,NW,0.89,0,0
2015-03-11T07:00:00Z,Spring,Dongsi,68,-15,39,1026,-3,NW,2.68,0,0
2015-03-11T08:00:00Z,Spring,Dongsi,26,-19,19,1026,2,NE,4.02,0,0
2015-03-11T09:00:00Z,Spring,Dongsi,22,-20,15,1027,4,NE,9.83,0,0
2015-03-11T12:00:00Z,Spring,Dongsi,11,-20,12,1025,7,SE,3.13,0,0
2015-03-11T13:00:00Z,Spring,Dongsi,10,-22,9,1024,8,SE,6.26,0,0
2015-03-11T14:00:00Z,Spring,Dongsi,14,-21,10,1022,9,cv,1.79,0,0
2015-03-11T15:00:00Z,Spring,Dongsi,14,-21,9,1021,10,cv,3.58,0,0
2015-03-11T16:00:00Z,Spring,Dongsi,16,-21,8,1020,12,cv,4.47,0,0
2015-03-11T17:00:00Z,Spring,Dongsi,22,-21,9,1020,10,SE,4.92,0,0
2015-03-11T18:00:00Z,Spring,Dongsi,23,-21,10,1020,8,SE,8.05,0,0
2015-03-11T19:00:00Z,Spring,Dongsi,32,-20,12,1020,7,SE,11.18,0,0
2015-03-11T20:00:00Z,Spring,Dongsi,47,-19,14,1020,6,SE,14.31,0,0
2015-03-11T21:00:00Z,Spring,Dongsi,51,-19,14,1020,6,SE,17.44,0,0
2015-03-11T22:00:00Z,Spring,Dongsi,65,-17,18,1020,5,SE,20.57,0,0
2015-03-11T23:00:00Z,Spring,Dongsi,82,-16,21,1020,4,SE,23.7,0,0
2015-03-12T00:00:00Z,Spring,Dongsi,89,-14,25,1020,4,SE,27.72,0,0
2015-03-12T01:00:00Z,Spring,Dongsi,75,-13,29,1019,3,SE,30.85,0,0
2015-03-12T02:00:00Z,Spring,Dongsi,81,-13,31,1019,2,SE,32.64,0,0
2015-03-12T03:00:00Z,Spring,Dongsi,90,-12,39,1018,0,NE,1.79,0,0
2015-03-12T04:00:00Z,Spring,Dongsi,90,-10,50,1018,-1,NE,3.58,0,0
2015-03-12T05:00:00Z,Spring,Dongsi,84,-11,50,1018,-2,cv,0.89,0,0
2015-03-12T06:00:00Z,Spring,Dongsi,88,-10,62,1018,-4,NW,0.89,0,0
2015-03-12T07:00:00Z,Spring,Dongsi,89,-10,62,1018,-4,NE,0.89,0,0
2015-03-12T08:00:00Z,Spring,Dongsi,86,-12,32,1018,3,NW,3.13,0,0
2015-03-12T09:00:00Z,Spring,Dongsi,90,-13,27,1018,4,cv,0.89,0,0
2015-03-12T10:00:00Z,Spring,Dongsi,85,-12,26,1018,6,cv,1.78,0,0
2015-03-12T11:00:00Z,Spring,Dongsi,79,-13,20,1017,8,cv,2.67,0,0
2015-03-12T12:00:00Z,Spring,Dongsi,74,-15,15,1016,10,cv,4.46,0,0
2015-03-12T13:00:00Z,Spring,Dongsi,57,-16,12,1015,12,cv,6.25,0,0
2015-03-12T14:00:00Z,Spring,Dongsi,43,-18,9,1014,13,cv,7.14,0,0
2015-03-12T15:00:00Z,Spring,Dongsi,52,-18,9,1013,13,SE,3.13,0,0
2015-03-12T16:00:00Z,Spring,Dongsi,53,-18,9,1013,13,cv,1.79,0,0
2015-03-12T17:00:00Z,Spring,Dongsi,51,-18,10,1013,12,SE,1.79,0,0
2015-03-12T18:00:00Z,Spring,Dongsi,64,-16,13,1014,11,cv,1.79,0,0
2015-03-12T19:00:00Z,Spring,Dongsi,72,-14,18,1015,9,SE,1.79,0,0
2015-03-12T20:00:00Z,Spring,Dongsi,87,-11,24,1016,8,SE,3.58,0,0
2015-03-12T21:00:00Z,Spring,Dongsi,82,-10,32,1017,5,SE,4.47,0,0
2015-03-12T22:00:00Z,Spring,Dongsi,98,-10,28,1018,7,SE,8.49,0,0
2015-03-12T23:00:00Z,Spring,Dongsi,122,-4,55,1018,4,SE,11.62,0,0
2015-03-13T00:00:00Z,Spring,Dongsi,123,-6,51,1019,3,SE,13.41,0,0
2015-03-13T01:00:00Z,Spring,Dongsi,137,-4,64,1019,2,SE,15.2,0,0
2015-03-13T02:00:00Z,Spring,Dongsi,122,-6,74,1019,-2,NE,0.89,0,0
2015-03-13T03:00:00Z,Spring,Dongsi,114,-5,79,1019,-2,NW,0.89,0,0
2015-03-13T04:00:00Z,Spring,Dongsi,105,-4,86,1019,-2,NE,0.89,0,0
2015-03-13T05:00:00Z,Spring,Dongsi,104,-5,79,1020,-2,NW,0.89,0,0
2015-03-13T06:00:00Z,Spring,Dongsi,113,-6,74,1020,-2,cv,0.45,0,0
2015-03-13T07:00:00Z,Spring,Dongsi,121,-6,79,1021,-3,NW,1.79,0,0
2015-03-13T08:00:00Z,Spring,Dongsi,134,-5,59,1023,2,NW,5.81,0,0
2015-03-13T09:00:00Z,Spring,Dongsi,66,-17,17,1023,6,NE,4.92,0,0
2015-03-13T10:00:00Z,Spring,Dongsi,32,-18,13,1024,8,NE,9.84,0,0
2015-03-13T11:00:00Z,Spring,Dongsi,21,-19,11,1024,9,NE,14.76,0,0
2015-03-13T12:00:00Z,Spring,Dongsi,23,-20,10,1023,10,NE,18.78,0,0
2015-03-13T13:00:00Z,Spring,Dongsi,26,-19,9,1022,12,NE,21.91,0,0
2015-03-13T14:00:00Z,Spring,Dongsi,15,-20,8,1022,12,cv,1.79,0,0
2015-03-13T15:00:00Z,Spring,Dongsi,14,-21,8,1021,12,NE,1.79,0,0
2015-03-13T16:00:00Z,Spring,Dongsi,18,-21,8,1021,12,SE,1.79,0,0
2015-03-13T17:00:00Z,Spring,Dongsi,24,-21,8,1021,12,cv,0.89,0,0
2015-03-13T18:00:00Z,Spring,Dongsi,23,-20,10,1021,10,SE,1.79,0,0
2015-03-13T19:00:00Z,Spring,Dongsi,32,-20,10,1022,9,SE,4.92,0,0
2015-03-13T20:00:00Z,Spring,Dongsi,39,-18,13,1023,8,SE,6.71,0,0
2015-03-13T21:00:00Z,Spring,Dongsi,39,-10,37,1023,3,SE,7.6,0,0
2015-03-13T22:00:00Z,Spring,Dongsi,55,-4,55,1025,4,SE,10.73,0,0
2015-03-13T23:00:00Z,Spring,Dongsi,97,-4,64,1026,2,SE,13.86,0,0
2015-03-14T00:00:00Z,Spring,Dongsi,84,-5,59,1026,2,SE,16.99,0,0
2015-03-14T01:00:00Z,Spring,Dongsi,74,-5,64,1026,1,SE,20.12,0,0
2015-03-14T02:00:00Z,Spring,Dongsi,67,-5,64,1026,1,SE,21.91,0,0
2015-03-14T03:00:00Z,Spring,Dongsi,57,-5,64,1025,1,cv,0.89,0,0
2015-03-14T04:00:00Z,Spring,Dongsi,57,-6,59,1025,1,cv,1.78,0,0
2015-03-14T05:00:00Z,Spring,Dongsi,54,-5,64,1024,1,SE,1.79,0,0
2015-03-14T06:00:00Z,Spring,Dongsi,60,-5,64,1024,1,cv,0.89,0,0
2015-03-14T07:00:00Z,Spring,Dongsi,61,-5,64,1024,1,SE,0.89,0,0
2015-03-14T08:00:00Z,Spring,Dongsi,68,-5,64,1024,1,cv,0.89,0,0
2015-03-14T09:00:00Z,Spring,Dongsi,76,-4,64,1024,2,cv,1.78,0,0
2015-03-14T10:00:00Z,Spring,Dongsi,90,-4,59,1024,3,NW,1.79,0,0
2015-03-14T11:00:00Z,Spring,Dongsi,104,-4,59,1023,3,SE,1.79,0,0
2015-03-14T12:00:00Z,Spring,Dongsi,116,-5,48,1021,5,SE,3.58,0,0
2015-03-14T13:00:00Z,Spring,Dongsi,133,-5,42,1020,7,SE,6.71,0,0
2015-03-14T14:00:00Z,Spring,Dongsi,133,-6,34,1018,9,SE,10.73,0,0
2015-03-14T15:00:00Z,Spring,Dongsi,115,-7,29,1016,10,SE,13.86,0,0
2015-03-14T16:00:00Z,Spring,Dongsi,120,-7,27,1016,11,SE,16.99,0,0
2015-03-14T17:00:00Z,Spring,Dongsi,119,-7,29,1015,10,SE,18.78,0,0
2015-03-14T18:00:00Z,Spring,Dongsi,142,-7,31,1016,9,SE,20.57,0,0
2015-03-14T19:00:00Z,Spring,Dongsi,147,-8,31,1016,8,cv,0.89,0,0
2015-03-14T20:00:00Z,Spring,Dongsi,144,-8,33,1017,7,cv,1.78,0,0
2015-03-14T21:00:00Z,Spring,Dongsi,142,-7,41,1017,5,NW,0.89,0,0
2015-03-14T22:00:00Z,Spring,Dongsi,182,-7,47,1017,3,NW,2.68,0,0
2015-03-14T23:00:00Z,Spring,Dongsi,165,-7,51,1017,2,NW,4.47,0,0
2015-03-15T00:00:00Z,Spring,Dongsi,160,-7,51,1018,2,NW,6.26,0,0
2015-03-15T01:00:00Z,Spring,Dongsi,149,-6,51,1018,3,NW,8.05,0,0
2015-03-15T02:00:00Z,Spring,Dongsi,149,-6,55,1018,2,cv,0.89,0,0
2015-03-15T03:00:00Z,Spring,Dongsi,134,-6,59,1017,1,cv,1.78,0,0
2015-03-15T04:00:00Z,Spring,Dongsi,98,-7,55,1018,1,cv,2.67,0,0
2015-03-15T05:00:00Z,Spring,Dongsi,93,-6,68,1018,-1,NE,1.79,0,0
2015-03-15T06:00:00Z,Spring,Dongsi,101,-6,68,1019,-1,NE,3.58,0,0
2015-03-15T07:00:00Z,Spring,Dongsi,100,-6,74,1019,-2,SE,1.79,0,0
2015-03-15T08:00:00Z,Spring,Dongsi,118,-4,59,1020,3,cv,0.89,0,0
2015-03-15T09:00:00Z,Spring,Dongsi,82,-7,33,1020,8,NW,1.79,0,0
2015-03-15T10:00:00Z,Spring,Dongsi,70,-16,12,1019,12,cv,1.79,0,0
2015-03-15T11:00:00Z,Spring,Dongsi,81,-17,10,1019,13,cv,2.68,0,0
2015-03-15T12:00:00Z,Spring,Dongsi,75,-17,9,1018,15,cv,4.47,0,0
2015-03-15T13:00:00Z,Spring,Dongsi,56,-14,10,1016,17,SE,4.02,0,0
2015-03-15T14:00:00Z,Spring,Dongsi,57,-14,10,1015,17,SE,8.94,0,0
2015-03-15T15:00:00Z,Spring,Dongsi,91,-15,9,1014,17,SE,16.09,0,0
2015-03-15T16:00:00Z,Spring,Dongsi,80,-13,11,1014,17,SE,23.24,0,0
2015-03-15T17:00:00Z,Spring,Dongsi,73,-12,13,1014,16,SE,28.16,0,0
2015-03-15T18:00:00Z,Spring,Dongsi,80,-12,14,1014,15,SE,33.08,0,0
2015-03-15T19:00:00Z,Spring,Dongsi,87,-12,17,1014,12,SE,36.21,0,0
2015-03-15T20:00:00Z,Spring,Dongsi,107,-11,17,1015,13,SE,39.34,0,0
2015-03-15T21:00:00Z,Spring,Dongsi,125,-10,20,1015,12,SE,42.47,0,0
2015-03-15T22:00:00Z,Spring,Dongsi,145,-9,25,1015,10,SE,44.26,0,0
2015-03-15T23:00:00Z,Spring,Dongsi,147,-8,27,1014,10,SE,47.39,0,0
2015-03-16T00:00:00Z,Spring,Dongsi,152,-6,31,1014,10,SE,50.52,0,0
2015-03-16T01:00:00Z,Spring,Dongsi,165,-5,36,1014,9,SE,52.31,0,0
2015-03-16T02:00:00Z,Spring,Dongsi,171,-5,39,1013,8,SE,54.1,0,0
2015-03-16T03:00:00Z,Spring,Dongsi,161,-5,39,1012,8,SE,55.89,0,0
2015-03-16T04:00:00Z,Spring,Dongsi,133,-5,42,1012,7,cv,0.89,0,0
2015-03-16T05:00:00Z,Spring,Dongsi,139,-3,45,1011,8,cv,1.78,0,0
2015-03-16T06:00:00Z,Spring,Dongsi,125,-3,48,1011,7,NE,0.89,0,0
2015-03-16T07:00:00Z,Spring,Dongsi,116,-3,48,1012,7,cv,0.89,0,0
2015-03-16T08:00:00Z,Spring,Dongsi,143,-1,52,1012,8,NE,0.89,0,0
2015-03-16T09:00:00Z,Spring,Dongsi,159,0,53,1013,9,NE,2.68,0,0
2015-03-16T10:00:00Z,Spring,Dongsi,175,1,53,1013,10,cv,0.89,0,0
2015-03-16T11:00:00Z,Spring,Dongsi,201,2,57,1013,10,SE,1.79,0,0
2015-03-16T12:00:00Z,Spring,Dongsi,228,5,66,1012,11,SE,3.58,0,0
2015-03-16T13:00:00Z,Spring,Dongsi,265,5,62,1011,12,SE,5.37,0,0
2015-03-16T14:00:00Z,Spring,Dongsi,274,5,62,1010,12,SE,7.16,0,0
2015-03-16T15:00:00Z,Spring,Dongsi,300,6,62,1010,13,SE,10.29,0,0
2015-03-16T16:00:00Z,Spring,Dongsi,315,6,62,1010,13,SE,13.42,0,0
2015-03-16T17:00:00Z,Spring,Dongsi,335,6,62,1010,13,SE,15.21,0,0
2015-03-16T18:00:00Z,Spring,Dongsi,334,6,66,1010,12,SE,17,0,0
2015-03-16T19:00:00Z,Spring,Dongsi,326,5,71,1011,10,cv,0.89,0,0
2015-03-16T20:00:00Z,Spring,Dongsi,317,5,75,1012,9,cv,1.78,0,0
2015-03-16T21:00:00Z,Spring,Dongsi,309,5,87,1013,7,cv,2.67,0,0
2015-03-16T22:00:00Z,Spring,Dongsi,312,5,81,1014,8,NW,1.79,0,0
2015-03-16T23:00:00Z,Spring,Dongsi,315,5,87,1015,7,NW,2.68,0,0
2015-03-17T00:00:00Z,Spring,Dongsi,323,4,86,1015,6,NW,4.47,0,0
2015-03-17T01:00:00Z,Spring,Dongsi,328,5,87,1016,7,NW,7.6,0,0
2015-03-17T02:00:00Z,Spring,Dongsi,329,5,87,1016,7,NW,9.39,0,0
2015-03-17T03:00:00Z,Spring,Dongsi,325,4,86,1016,6,NW,11.18,0,0
2015-03-17T04:00:00Z,Spring,Dongsi,321,3,86,1016,5,cv,0.89,0,0
2015-03-17T05:00:00Z,Spring,Dongsi,321,4,93,1017,5,cv,1.78,0,0
2015-03-17T06:00:00Z,Spring,Dongsi,314,3,93,1018,4,NW,1.79,0,0
2015-03-17T07:00:00Z,Spring,Dongsi,298,3,93,1020,4,cv,0.89,0,0
2015-03-17T08:00:00Z,Spring,Dongsi,268,5,93,1021,6,cv,1.78,0,0
2015-03-17T09:00:00Z,Spring,Dongsi,273,5,75,1022,9,SE,1.79,0,0
2015-03-17T10:00:00Z,Spring,Dongsi,265,4,57,1022,12,SE,3.58,0,0
2015-03-17T11:00:00Z,Spring,Dongsi,186,0,35,1022,15,SE,6.71,0,0
2015-03-17T12:00:00Z,Spring,Dongsi,143,-8,18,1021,16,SE,10.73,0,0
2015-03-17T13:00:00Z,Spring,Dongsi,142,-3,25,1020,17,SE,14.75,0,0
2015-03-17T14:00:00Z,Spring,Dongsi,115,-5,21,1019,17,SE,18.77,0,0
2015-03-17T15:00:00Z,Spring,Dongsi,133,-7,18,1018,17,SE,22.79,0,0
2015-03-17T16:00:00Z,Spring,Dongsi,157,-6,21,1018,16,SE,27.71,0,0
2015-03-17T17:00:00Z,Spring,Dongsi,155,-5,24,1018,15,SE,32.63,0,0
2015-03-17T18:00:00Z,Spring,Dongsi,131,-4,28,1018,14,SE,37.55,0,0
2015-03-17T19:00:00Z,Spring,Dongsi,127,-4,32,1019,12,SE,42.47,0,0
2015-03-17T20:00:00Z,Spring,Dongsi,90,-4,34,1019,11,SE,47.39,0,0
2015-03-17T21:00:00Z,Spring,Dongsi,57,-5,34,1020,10,SE,52.31,0,0
2015-03-17T22:00:00Z,Spring,Dongsi,34,-6,34,1021,9,SE,57.23,0,0
2015-03-17T23:00:00Z,Spring,Dongsi,33,-7,33,1021,8,SE,61.25,0,0
2015-03-18T00:00:00Z,Spring,Dongsi,29,-7,33,1021,8,SE,64.38,0,0
2015-03-18T01:00:00Z,Spring,Dongsi,26,-7,36,1021,7,SE,67.51,0,0
2015-03-18T02:00:00Z,Spring,Dongsi,27,-7,36,1020,7,cv,0.89,0,0
2015-03-18T03:00:00Z,Spring,Dongsi,29,-6,41,1019,6,SE,0.89,0,0
2015-03-18T04:00:00Z,Spring,Dongsi,28,-6,41,1019,6,cv,0.89,0,0
2015-03-18T05:00:00Z,Spring,Dongsi,20,-6,44,1018,5,SE,1.79,0,0
2015-03-18T06:00:00Z,Spring,Dongsi,26,-6,44,1018,5,NE,1.79,0,0
2015-03-18T07:00:00Z,Spring,Dongsi,36,-5,48,1018,5,cv,0.89,0,0
2015-03-18T08:00:00Z,Spring,Dongsi,38,-6,39,1018,7,SE,1.79,0,0
2015-03-18T09:00:00Z,Spring,Dongsi,31,-7,33,1018,8,SE,3.58,0,0
2015-03-18T10:00:00Z,Spring,Dongsi,34,-8,27,1018,10,SE,6.71,0,0
2015-03-18T11:00:00Z,Spring,Dongsi,34,-10,21,1017,11,SE,9.84,0,0
2015-03-18T12:00:00Z,Spring,Dongsi,34,-11,18,1016,12,SE,12.97,0,0
2015-03-18T13:00:00Z,Spring,Dongsi,34,-12,17,1015,12,SE,14.76,0,0
2015-03-18T14:00:00Z,Spring,Dongsi,40,-11,17,1014,13,SE,17.89,0,0
2015-03-18T15:00:00Z,Spring,Dongsi,40,-10,17,1013,14,SE,21.02,0,0
2015-03-18T16:00:00Z,Spring,Dongsi,52,-10,17,1012,14,SE,24.15,0,0
2015-03-18T17:00:00Z,Spring,Dongsi,56,-9,20,1012,13,SE,27.28,0,0
2015-03-18T18:00:00Z,Spring,Dongsi,69,-9,23,1012,11,SE,30.41,0,0
2015-03-18T19:00:00Z,Spring,Dongsi,80,-8,27,1013,10,SE,32.2,0,0
2015-03-18T20:00:00Z,Spring,Dongsi,83,-7,29,1013,10,SE,33.99,0,0
2015-03-18T21:00:00Z,Spring,Dongsi,90,-6,41,1014,6,SE,34.88,0,0
2015-03-18T22:00:00Z,Spring,Dongsi,101,-6,44,1014,5,cv,0.89,0,0
2015-03-18T23:00:00Z,Spring,Dongsi,110,-5,51,1015,4,NE,0.89,0,0
2015-03-19T00:00:00Z,Spring,Dongsi,108,-5,51,1015,4,cv,0.89,0,0
2015-03-19T01:00:00Z,Spring,Dongsi,123,-5,55,1016,3,cv,1.34,0,0
2015-03-19T02:00:00Z,Spring,Dongsi,124,-6,51,1016,3,cv,2.23,0,0
2015-03-19T03:00:00Z,Spring,Dongsi,97,-6,55,1016,2,NW,3.13,0,0
2015-03-19T04:00:00Z,Spring,Dongsi,79,-7,47,1015,3,NW,6.26,0,0
2015-03-19T05:00:00Z,Spring,Dongsi,74,-7,51,1016,2,NW,9.39,0,0
2015-03-19T06:00:00Z,Spring,Dongsi,83,-7,51,1016,2,NW,11.18,0,0
2015-03-19T07:00:00Z,Spring,Dongsi,84,-7,47,1017,3,NW,12.97,0,0
2015-03-19T08:00:00Z,Spring,Dongsi,93,-6,39,1018,7,cv,0.89,0,0
2015-03-19T09:00:00Z,Spring,Dongsi,84,-8,23,1019,12,NW,1.79,0,0
2015-03-19T10:00:00Z,Spring,Dongsi,82,-8,22,1019,13,NW,3.58,0,0
2015-03-19T11:00:00Z,Spring,Dongsi,72,-9,18,1019,15,cv,0.89,0,0
2015-03-19T12:00:00Z,Spring,Dongsi,67,-10,15,1018,16,cv,2.68,0,0
2015-03-19T13:00:00Z,Spring,Dongsi,64,-12,11,1017,18,SE,1.79,0,0
2015-03-19T14:00:00Z,Spring,Dongsi,54,-11,12,1016,19,SE,5.81,0,0
2015-03-19T15:00:00Z,Spring,Dongsi,53,-12,10,1015,20,SE,10.73,0,0
2015-03-19T16:00:00Z,Spring,Dongsi,59,-12,11,1014,19,SE,15.65,0,0
2015-03-19T17:00:00Z,Spring,Dongsi,75,-11,12,1014,19,SE,20.57,0,0
2015-03-19T18:00:00Z,Spring,Dongsi,84,-10,14,1014,17,SE,26.38,0,0
2015-03-19T19:00:00Z,Spring,Dongsi,113,-9,15,1015,17,SE,32.19,0,0
2015-03-19T20:00:00Z,Spring,Dongsi,124,-7,19,1015,16,SE,36.21,0,0
2015-03-19T21:00:00Z,Spring,Dongsi,144,-6,27,1017,12,NE,1.79,0,0
2015-03-19T22:00:00Z,Spring,Dongsi,141,-6,27,1017,12,SE,0.89,0,0
2015-03-19T23:00:00Z,Spring,Dongsi,116,-6,31,1017,10,NE,1.79,0,0
2015-03-20T00:00:00Z,Spring,Dongsi,117,-6,39,1018,7,NW,3.13,0,0
2015-03-20T01:00:00Z,Spring,Dongsi,88,-7,31,1018,9,NW,4.92,0,0
2015-03-20T02:00:00Z,Spring,Dongsi,44,-7,36,1018,7,NW,6.71,0,0
2015-03-20T03:00:00Z,Spring,Dongsi,32,-8,33,1019,7,NW,8.5,0,0
2015-03-20T04:00:00Z,Spring,Dongsi,28,-8,33,1019,7,NW,10.29,0,0
2015-03-20T05:00:00Z,Spring,Dongsi,27,-7,41,1019,5,NW,12.08,0,0
2015-03-20T06:00:00Z,Spring,Dongsi,27,-8,38,1019,5,NW,13.87,0,0
2015-03-20T07:00:00Z,Spring,Dongsi,27,-11,24,1020,8,NW,17,0,0
2015-03-20T08:00:00Z,Spring,Dongsi,22,-12,17,1020,12,NW,20.13,0,0
2015-03-20T09:00:00Z,Spring,Dongsi,19,-15,11,1021,15,NW,24.15,0,0
2015-03-20T10:00:00Z,Spring,Dongsi,23,-18,7,1020,17,NW,29.96,0,0
2015-03-20T11:00:00Z,Spring,Dongsi,26,-16,9,1020,17,NW,37.11,0,0
2015-03-20T12:00:00Z,Spring,Dongsi,29,-16,8,1019,18,NW,46.94,0,0
2015-03-20T13:00:00Z,Spring,Dongsi,36,-18,6,1018,19,NW,54.99,0,0
2015-03-20T14:00:00Z,Spring,Dongsi,35,-15,8,1016,20,NW,62.14,0,0
2015-03-20T15:00:00Z,Spring,Dongsi,34,-15,8,1015,20,NW,70.19,0,0
2015-03-20T16:00:00Z,Spring,Dongsi,33,-15,8,1014,20,NW,74.21,0,0
2015-03-20T17:00:00Z,Spring,Dongsi,37,-16,8,1014,19,cv,1.79,0,0
2015-03-20T18:00:00Z,Spring,Dongsi,38,-16,8,1013,18,SE,4.02,0,0
2015-03-20T19:00:00Z,Spring,Dongsi,44,-14,10,1014,17,SE,8.94,0,0
2015-03-20T20:00:00Z,Spring,Dongsi,45,-13,12,1014,16,SE,13.86,0,0
2015-03-20T21:00:00Z,Spring,Dongsi,50,-13,13,1015,15,SE,16.99,0,0
2015-03-20T22:00:00Z,Spring,Dongsi,67,-13,15,1015,13,NW,3.13,0,0
2015-03-20T23:00:00Z,Spring,Dongsi,63,-13,16,1015,12,cv,0.89,0,0
2015-03-21T00:00:00Z,Spring,Dongsi,109,-12,18,1015,11,NW,1.79,0,0
2015-03-21T01:00:00Z,Spring,Dongsi,79,-13,14,1016,14,NW,6.71,0,0
2015-03-21T02:00:00Z,Spring,Dongsi,42,-15,12,1016,13,NW,11.63,0,0
2015-03-21T03:00:00Z,Spring,Dongsi,31,-15,13,1016,12,NW,14.76,0,0
2015-03-21T04:00:00Z,Spring,Dongsi,28,-17,12,1016,11,NW,17.89,0,0
2015-03-21T05:00:00Z,Spring,Dongsi,25,-19,9,1016,12,NW,25.94,0,0
2015-03-21T06:00:00Z,Spring,Dongsi,14,-19,10,1017,11,NW,30.86,0,0
2015-03-21T07:00:00Z,Spring,Dongsi,15,-18,11,1018,11,NW,36.67,0,0
2015-03-21T08:00:00Z,Spring,Dongsi,11,-17,10,1020,14,NW,40.69,0,0
2015-03-21T09:00:00Z,Spring,Dongsi,13,-19,8,1021,15,NW,49.63,0,0
2015-03-21T10:00:00Z,Spring,Dongsi,6,-20,6,1021,16,NW,57.68,0,0
2015-03-21T11:00:00Z,Spring,Dongsi,4,-19,7,1020,17,NW,64.83,0,0
2015-03-21T12:00:00Z,Spring,Dongsi,12,-19,7,1020,17,NW,69.75,0,0
2015-03-21T13:00:00Z,Spring,Dongsi,5,-20,6,1019,18,NW,76.9,0,0
2015-03-21T14:00:00Z,Spring,Dongsi,13,-19,6,1018,19,NW,84.05,0,0
2015-03-21T15:00:00Z,Spring,Dongsi,5,-19,6,1017,19,NW,92.99,0,0
2015-03-21T16:00:00Z,Spring,Dongsi,8,-19,5,1017,20,NW,98.8,0,0
2015-03-21T17:00:00Z,Spring,Dongsi,7,-19,5,1017,20,NW,101.93,0,0
2015-03-21T18:00:00Z,Spring,Dongsi,9,-20,6,1017,18,NW,107.74,0,0
2015-03-21T19:00:00Z,Spring,Dongsi,13,-21,5,1018,17,NW,111.76,0,0
2015-03-21T20:00:00Z,Spring,Dongsi,21,-19,7,1019,17,NW,115.78,0,0
